#,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,"Describe the conversation you had with your employer about your mental health, including their reactions and what actions were taken to address your mental health issue/questions.",Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Describe the conversation with coworkers you had about your mental health including their reactions.,"Have you ever had a coworker discuss their or another coworker's mental health with you?",Describe the conversation your coworker had with you about their mental health (please do not use names).,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Was your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?2,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,"Describe the conversation you had with your previous employer about your mental health, including their reactions and actions taken to address your mental health issue/questions.",Did you ever discuss your mental health with a previous coworker(s)?,Describe the conversation you had with your previous coworkers about your mental health including their reactions.,"Did you ever have a previous coworker discuss their or another coworker's mental health with you?",Describe the conversation your coworker had with you about their mental health (please do not use names).2,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)","Psychotic Disorder (Schizophrenia, Schizoaffective, etc)","Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Obsessive-Compulsive Disorder,Post-Traumatic Stress Disorder,Stress Response Syndromes,Dissociative Disorder,Substance Use Disorder,Addictive Disorder,Other,"Anxiety Disorder (Generalized, Social, Phobia, etc)2","Mood Disorder (Depression, Bipolar Disorder, etc)2","Psychotic Disorder (Schizophrenia, Schizoaffective, etc)2","Eating Disorder (Anorexia, Bulimia, etc)2",Attention Deficit Hyperactivity Disorder2,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)2",Obsessive-Compulsive Disorder2,Post-traumatic Stress Disorder2,Stress Response Syndromes2,Dissociative Disorder2,Substance Use Disorder2,Addictive Disorder2,Other2,"Anxiety Disorder (Generalized, Social, Phobia, etc)3","Mood Disorder (Depression, Bipolar Disorder, etc)3","Psychotic Disorder (Schizophrenia, Schizoaffective, etc)3","Eating Disorder (Anorexia, Bulimia, etc)3",Attention Deficit Hyperactivity Disorder3,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)3",Obsessive-Compulsive Disorder3,Post-traumatic Stress Disorder3,Stress Response Syndromes3,Dissociative Disorder3,Substance Use Disorder3,Addictive Disorder3,Other3,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when _NOT_ being treated effectively (i.e., when you are experiencing symptoms)?","If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up your mental health with a potential employer in an interview?,Why or why not?2,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Describe the circumstances of the badly handled or unsupportive response.,Describe the circumstances of the supportive or well handled response.,"Overall, how well do you think the tech industry supports employees with mental health issues?",Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,"If there is anything else you would like to tell us that has not been covered by the survey questions, please use this space to do so.",Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used _anonymously_ and only with your permission.),What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,Other4,What country do you work in?,What US state or territory do you work in?,Start Date (UTC),Submit Date (UTC),Network ID,FileName,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Have you ever been diagnosed with a mental health disorder?2,Do you currently have a mental health disorder?2,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced a supportive or well handled response to a mental health issue in your current or previous workplace?,Have you been diagnosed with COVID-19?,Year
e44a0a34f2465940beda2a1537e9b99e,0,More than 1000,1,0,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Physical health,No,1,I informed my employer that I was very sick due to anxiety. I was told not to let that interfere with my job. I suffered stigma Andreas isolated and pushed to the side,No,1,I do have a supportive group of coworkers to talk to who support mental health. But not everyone u derstands or knows what to say,1,I have a coworker who lives with bipolar disease. Theylet me know when they are not having a good day. They know it is ok with me,8,6,0,"","","","","","","",1,"No, I only became aware later",None did,None did,"I don't know",Physical health,"No, none of my previous supervisors",0,"",0,"",0,"",8,2,Possibly,"",0,0,0,0,0,0,0,0,0,0,0,0,0,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",0,"","","","","","","","","","","","","","","","","","","","","","","",Yes,1,Yes,Rarely,Sometimes,Yes,3,No,I don‚??t see it as relevant,No,Not relevant,0,0,0,5,"I saw people who were on ‚??stress‚?ù leave ridiculed, or talked about as thought they were it feeling the truth, or just wanted time off",0,2,"Since the industry is male dominated, there should be more talk to increase awareness and reduce stigma. Offering peer support programs and role models would also help make the discussion ok",NA,1,57,FEMALE,Canada,"","","",Canada,"",2018-12-29 23:46:38,2018-12-30 00:00:03,4bbb884ccc,"C:\Users\User\Continuum Consulting\Client Documents - Documents (1)\Team\Hackathon\2022\20220807 - ProjectHack 16\General\Challenges\Challenge 4 - Healthy Mind, Healthy Lives\Solution Challenge 4\Inputs\Mental Health Data.xlsx|||2018",0,"","","",0,"","","",0,2018
0d698e3beca20fb75f19b9d528e36d73,0,More than 1000,1,1,Yes,Yes,No,"I don't know","I don't know",Somewhat difficult,Physical health,No,0,"",No,0,"",0,"",8,3,0,"","","","","","","",0,"","","","","","",0,"",0,"",0,"",0,0,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,"","","","","","","","","","","Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)","","","","","",Post-traumatic Stress Disorder,"","","","","",Yes,1,Yes,Sometimes,Often,N/A,3,Yes,because why not,No,because i am at least 51% sure it would affect my chances of getting the job,0,0,0,3,"",0,3,"it's a comfort thing at this point imo, needs to be talked about so it doesn't feel weird to bring up issues","",1,29,MALE,United States of America,Massachusetts,White,"",United States of America,Massachusetts,2018-12-27 21:40:40,2018-12-27 21:45:45,275e7543bd,"C:\Users\User\Continuum Consulting\Client Documents - Documents (1)\Team\Hackathon\2022\20220807 - ProjectHack 16\General\Challenges\Challenge 4 - Healthy Mind, Healthy Lives\Solution Challenge 4\Inputs\Mental Health Data.xlsx|||2018",0,"","","",0,"","","",0,2018
61a40c9071eb36fa9caa254d31500c41,0,6-25,0,1,Yes,Yes,No,No,"I don't know",Somewhat easy,Physical health,No,0,"",No,0,"",1,"We had a coworker have a drastic turn in behavior over the course of two weeks. He was going through a potential divorce and the stress became unbearable. We had two concerns. First, what could we do to ensure he got the help he needed, and second, what did we have to do at the office to mitigate the reputational and other damage caused by him having a dramatic episode in the office. We did those things, he did get help, and took about a month leave of absence. Of course, we've seen issues ranging from work-related stress to difficult family circumstances, but nothing, in our minds, that rose to the level of intervention as was the case with the first employee.",3,1,0,"","","","","","","",1,"Yes, I was aware of all of them",Some did,Some did,"I don't know",Physical health,"No, none of my previous supervisors",0,"",0,"",0,"",4,1,No,"",0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,"","","","","","","","","","","","","","","","","","","","","","","",No,0,Yes,Not applicable to me,Not applicable to me,N/A,2,No,"I wouldn't bring it up unless it would potentially impact my ability to do the work or if I required special accommodations.",No,"Mainly because I don't suffer from a mental health issue. I don't think I would bring it up if I did because I would believe it would be viewed negatively relative to their willingness to hire me.",0,0,0,9,"",0,3,"If it is mentioned at all, it's during a meeting to go over benefits. The same was true with welness programs at all of my employers. It could be greatly improved by socializing the availability of benefits and resources throughout the year--especially around holidays when lots of folks struggle.","I thinka lot of people ""grin and bear it"". I've followed what OSMH has been doing with interest because it seems so obvious and so right. It also occurs to me that the stigma will take a generation to work through. It's going to be a long road to get from starting a conversation at work to acceptance.",0,46,MALE,United States of America,Florida,White,"",United States of America,Florida,2018-12-21 17:37:43,2018-12-21 18:08:01,43994c3dba,"C:\Users\User\Continuum Consulting\Client Documents - Documents (1)\Team\Hackathon\2022\20220807 - ProjectHack 16\General\Challenges\Challenge 4 - Healthy Mind, Healthy Lives\Solution Challenge 4\Inputs\Mental Health Data.xlsx|||2018",0,"","","",0,"","","",0,2018
f8624340bead7deb08abb766704ddf6b,0,6-25,1,1,No,No,No,No,"I don't know",Neither easy nor difficult,Physical health,No,0,"",Maybe,0,"",1,"",8,8,0,"","","","","","","",1,N/A (was not aware),None did,None did,"I don't know",Physical health,"No, none of my previous supervisors",0,"",0,"",1,"",8,8,No,"",0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,"","","","","","","","","","","","","","","","","","","","","","","",No,0,No,Not applicable to me,Not applicable to me,Maybe,9,No,"",No,"",0,0,0,5,"",0,1,"","",0,34,MALE,Norway,"","","",Norway,"",2018-12-21 16:37:56,2018-12-21 16:44:44,907b3a3faa,"C:\Users\User\Continuum Consulting\Client Documents - Documents (1)\Team\Hackathon\2022\20220807 - ProjectHack 16\General\Challenges\Challenge 4 - Healthy Mind, Healthy Lives\Solution Challenge 4\Inputs\Mental Health Data.xlsx|||2018",0,"","","",0,"","","",0,2018
31d3ae93b68d79e504a0a643601b6b1e,0,26-100,1,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,1,"""Hey, I have a lot of anxiety sometimes."" ""Oh. I know that feeling. I had to go to the doctor years ago about it. I'm better off now, but it sucked for a while.""",Yes,1,"",1,"",7,5,0,"","","","","","","",1,N/A (none offered),None did,None did,No,Same level of comfort for each,Some of my previous supervisors,1,"""Hey, this is a lot of pressure you're putting on me."" ""Pressure makes diamonds!"" This is a literal quote.",1,"",1,"",3,0,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,"","","","","","","","","","","Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)","","",Attention Deficit Hyperactivity Disorder,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)","","","","","","","",Yes,1,Yes,Rarely,Sometimes,No,7,Yes,"",Yes,"They should know what I need and expect. If they can't meet it, it's not a good fit.",1,0,0,5,"",0,4,"","",1,29,OSTENSIBLY MALE,United States of America,Tennessee,White,"",United States of America,Tennessee,2018-12-20 19:39:02,2018-12-20 20:58:34,26df20fea3,"C:\Users\User\Continuum Consulting\Client Documents - Documents (1)\Team\Hackathon\2022\20220807 - ProjectHack 16\General\Challenges\Challenge 4 - Healthy Mind, Healthy Lives\Solution Challenge 4\Inputs\Mental Health Data.xlsx|||2018",0,"","","",0,"","","",0,2018
7cf45fb3b9d4e59f861b9b25805ec2c1,0,100-500,1,1,Yes,Yes,No,"I don't know","I don't know",Somewhat easy,Same level of comfort for each,Yes,0,"",Yes,0,"",1,Co-worker suffers from depression; spoke about how it skews their perception and affects them at times.,7,8,0,"","","","","","","",1,I was aware of some,"I don't know",Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,0,"",0,"",0,"",8,8,No,"",0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,"","","","","","","","","","","","","","","","","","","","","","","","Don't Know",0,No,Not applicable to me,Not applicable to me,No,8,Yes,I like to be open and honest.,Yes,"Again, I like to be open and honest.",0,0,0,5,"",0,3,"Be aware that mental health issues exist, but that they do not necessarily define a person as a whole. It is part of who they are, at least for a time. Unlike ethnicity, race, skin color, etc, it may change in time.",No,0,55,MALE,United States of America,South Carolina,White,"",United States of America,South Carolina,2018-12-20 15:04:07,2018-12-20 15:11:04,82a0eebd93,"C:\Users\User\Continuum Consulting\Client Documents - Documents (1)\Team\Hackathon\2022\20220807 - ProjectHack 16\General\Challenges\Challenge 4 - Healthy Mind, Healthy Lives\Solution Challenge 4\Inputs\Mental Health Data.xlsx|||2018",0,"","","",0,"","","",0,2018
db11ff1cd3c2d2c2cf8fe3e2400dc351,0,More than 1000,1,1,Yes,Yes,No,No,"I don't know","I don't know",Physical health,No,0,"",Maybe,0,"",0,"",4,4,0,"","","","","","","",0,"","","","","","",0,"",0,"",0,"",0,0,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,"","","","","","","","","","","","Mood Disorder (Depression, Bipolar Disorder, etc)","","","","","","","","","","","","Don't Know",1,No,Often,Often,N/A,6,Maybe,"",No,"",0,0,0,5,"",0,2,"","",0,29,AGENDER,Finland,"","","",Finland,"",2018-12-20 01:33:40,2018-12-20 01:38:38,9aa60d483b,"C:\Users\User\Continuum Consulting\Client Documents - Documents (1)\Team\Hackathon\2022\20220807 - ProjectHack 16\General\Challenges\Challenge 4 - Healthy Mind, Healthy Lives\Solution Challenge 4\Inputs\Mental Health Data.xlsx|||2018",0,"","","",0,"","","",0,2018
c7001583699c208ccf02219865770f4d,0,26-100,1,1,Not eligible for coverage / NA,N/A,No,No,"I don't know","I don't know",Physical health,No,0,"",Maybe,0,"",0,"",10,8,0,"","","","","","","",1,N/A (none offered),"I don't know",None did,"I don't know",Physical health,"I don't know",1,It went fine. The person I talked to (one of the directors) was very supportive.,0,"",0,"",10,10,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,"","","","","","","","","","","Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)","","","","Personality Disorder (Borderline, Antisocial, Paranoid, etc)","","","","","","","",Yes,1,"I don't know",Sometimes,Often,No,8,Maybe,"",No,I would be too afraid,0,0,0,8,"",0,4,"","",1,35,MALE,Poland,"","","",Poland,"",2018-12-19 22:21:16,2018-12-19 22:33:57,f1b69c6ddc,"C:\Users\User\Continuum Consulting\Client Documents - Documents (1)\Team\Hackathon\2022\20220807 - ProjectHack 16\General\Challenges\Challenge 4 - Healthy Mind, Healthy Lives\Solution Challenge 4\Inputs\Mental Health Data.xlsx|||2018",0,"","","",0,"","","",0,2018
ebf2903ac77f9f7a0ae55f18df2c7804,0,More than 1000,1,1,"I don't know",No,No,No,No,"I don't know",Physical health,No,1,"I told him how having people around in the open space often makes crying the only thing I am capable of when I come home. He answered that if I were working in the central office it would be much worse, I should happy to have a big salary and not ask any further to have a calm working environment.",No,0,"",0,"",10,0,0,"","","","","","","",1,"No, I only became aware later",None did,None did,No,Physical health,Some of my previous supervisors,0,"",0,"",0,"",7,0,Possibly,"",0,0,0,0,0,0,0,0,0,0,0,0,0,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",0,"","","Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Obsessive-Compulsive Disorder,Post-traumatic Stress Disorder,"","","","","","","","","","","","","","","","","","",Yes,0,Yes,Not applicable to me,Often,Yes,2,Maybe,I mentioned my seasonal allergies during the interview. I declined to answer when asked about why I was in the cancer department. Simply said the results were negative (they actually were but things appearing under your skin are *frightening*),No,"In the collective mind ""mental health issue""=""crazy freak who is just about to jump on me and rip my throat open with his teeth""",0,0,0,0,"",0,1,"They should show that normal people (engineers, accountants, secretaries, not executive) have mental health problem, are receiving non-invasive help and are functioning or getting better. But I would not accept to be the one to be shown. Isn't it ironic?","Never jail people in psy-hospitals against their will. I would have killed myself have I not found about Rosenhan's experiment. But now I am not certain I will ever get ""help"".",1,33,"MALE, BORN WITH XY CHROMOSOMS",Russia,"","","",Russia,"",2018-12-17 12:22:37,2018-12-17 12:42:30,068865d243,"C:\Users\User\Continuum Consulting\Client Documents - Documents (1)\Team\Hackathon\2022\20220807 - ProjectHack 16\General\Challenges\Challenge 4 - Healthy Mind, Healthy Lives\Solution Challenge 4\Inputs\Mental Health Data.xlsx|||2018",0,"","","",0,"","","",0,2018
74815c98f7b64396dbc82fe06cc1fb31,0,More than 1000,0,1,Yes,No,No,Yes,"I don't know",Somewhat difficult,Physical health,No,0,"",No,0,"",1,Overview,3,1,0,"","","","","","","",1,N/A (was not aware),None did,Some did,"I don't know",Physical health,"No, none of my previous supervisors",0,"",0,"",0,"",1,1,"Don't Know","",0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,"","","","","","","","","","","","","","","","","","","","","","","","Don't Know",0,No,Not applicable to me,Not applicable to me,Yes,5,Maybe,Excluded,No,Excluded,0,0,0,1,Criticism,0,1,Talk about it,"",0,37,MALE,United States of America,Iowa,White,"",United States of America,Iowa,2018-12-15 13:52:30,2018-12-15 14:05:42,56b48c1a97,"C:\Users\User\Continuum Consulting\Client Documents - Documents (1)\Team\Hackathon\2022\20220807 - ProjectHack 16\General\Challenges\Challenge 4 - Healthy Mind, Healthy Lives\Solution Challenge 4\Inputs\Mental Health Data.xlsx|||2018",0,"","","",0,"","","",0,2018
